期間,株式コード,上場コード,銘柄名称,終値
2023/04,2124,011,ジェイエイシーリクルートメント,2525
2023/04,2126,,ＧＣＡホールディングス,
2023/04,2127,011,日本Ｍ＆Ａセンターホールディン,1033
2023/04,2128,,ノバレーゼ,
2023/04,2130,011,メンバーズ,1240
2023/04,2131,,アコーディア・ゴルフ,
2023/04,2132,,アイレップ,
2023/04,2133,,ＧＡＢＡ,
2023/04,2134,012,燦キャピタルマネージメント,10
2023/04,2136,012,ヒップ,882
2023/04,2138,012,クルーズ,912
2023/04,2139,012,中広,415
2023/04,2142,,ユー・エス・ジェイ,
2023/04,2146,011,ＵＴグループ,2585
2023/04,2148,011,アイティメディア,1387
2023/04,2150,014,ケアネット,934
2023/04,2151,,タケエイ,
2023/04,2152,012,幼児活動研究会,1195
2023/04,2153,011,Ｅ・Ｊホールディングス,1612
2023/04,2154,011,オープンアップグループ,2004
2023/04,2155,,カービュー,
2023/04,2156,012,セーラー広告,297
2023/04,2157,011,コシダカホールディングス,1147
2023/04,2158,014,ＦＲＯＮＴＥＯ,638
2023/04,2159,,フルスピード,
2023/04,2160,014,ジーエヌアイグループ,1020
2023/04,2162,012,ｎｍｓ　ホールディングス,570
2023/04,2163,011,アルトナー,1344
2023/04,2164,014,地域新聞社,347
2023/04,2168,011,パソナグループ,1860
2023/04,2169,012,ＣＤＳ,1801
2023/04,2170,011,リンクアンドモチベーション,485
2023/04,2173,014,博展,704
2023/04,2174,,ＧＣＡ,
2023/04,2175,011,エス・エム・エス,3170
2023/04,2176,,イナリサーチ,
2023/04,2178,,トライステージ,
2023/04,2179,012,成学社,708
2023/04,2180,011,サニーサイドアップグループ,673
2023/04,2181,011,パーソルホールディングス,2788
2023/04,2183,011,リニカル,697
2023/04,2185,012,シイエム・シイ,1390
2023/04,2186,012,ソーバル,1040
2023/04,2191,,テラ,
2023/04,2193,012,クックパッド,193
2023/04,2195,014,アミタホールディングス,900
2023/04,2196,011,エスクリ,397
2023/04,2198,011,アイ・ケイ・ケイホールディング,671
2023/04,2201,011,森永製菓,4035
2023/04,2202,,Ｍｅｉｊｉ　Ｓｅｉｋａファルマ,
2023/04,2204,011,中村屋,3175
2023/04,2205,,駿河屋,
2023/04,2206,011,江崎グリコ,3495
2023/04,2207,011,名糖産業,1730
2023/04,2208,012,ブルボン,2130
2023/04,2209,011,井村屋グループ,2315
2023/04,2211,011,不二家,2524
2023/04,2212,011,山崎製パン,1825
2023/04,2215,012,第一屋製パン,400
2023/04,2216,012,カンロ,1425
2023/04,2217,011,モロゾフ,3630
2023/04,2220,011,亀田製菓,4530
2023/04,2221,012,岩塚製菓,4825
2023/04,2222,011,寿スピリッツ,10000
2023/04,2224,012,コモ,2731
2023/04,2226,012,湖池屋,5510
2023/04,2229,011,カルビー,2944
2023/04,2235,011,上場インデックスファンド米国株式（ダウ平,1982.5
2023/04,2236,011,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,1017
2023/04,2237,011,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,51690
2023/04,2238,011,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,9428
2023/04,2239,011,上場インデックスファンドＳ＆Ｐ５００先物,11015
2023/04,2240,011,上場インデックスファンドＳ＆Ｐ５００先物,9481
2023/04,2241,011,ＭＡＸＩＳ　ＮＹダウ上場投信,506.6
2023/04,2242,011,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジ,511.4
2023/04,2243,011,グローバルＸ　半導体　ＥＴＦ,961
2023/04,2244,011,グローバルＸ　ＵＳ　テック・トップ２０,1024
2023/04,2245,011,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）イン,811.5
2023/04,2246,011,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）イン,800
2023/04,2261,,明治,
2023/04,2262,,雪印乳業,
2023/04,2264,011,森永乳業,5120
2023/04,2266,011,六甲バター,1406
2023/04,2267,011,ヤクルト本社,10230
2023/04,2268,012,Ｂ－Ｒ３１アイスクリーム,4085
2023/04,2269,011,明治ホールディングス,3285
2023/04,2270,011,雪印メグミルク,1951
2023/04,2281,011,プリマハム,2300
2023/04,2282,011,日本ハム,3970
2023/04,2284,,伊藤ハム,
2023/04,2286,012,林兼産業,464
2023/04,2287,,雪印食品,
2023/04,2288,011,丸大食品,1536
2023/04,2290,,米久,
2023/04,2291,012,福留ハム,1490
2023/04,2292,011,エスフーズ,3020
2023/04,2293,012,滝沢ハム,2985
2023/04,2294,011,柿安本店,2289
2023/04,2296,011,伊藤ハム米久ホールディングス,745
2023/04,2300,012,きょくとう,454
2023/04,2301,011,学情,1613
2023/04,2303,012,ドーン,2105
2023/04,2304,012,ＣＳＳホールディングス,490
2023/04,2305,011,スタジオアリス,2139
2023/04,2307,011,クロスキャット,1196
2023/04,2309,011,シミックホールディングス,1942
2023/04,2311,011,エプコ,740
2023/04,2315,012,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,52
2023/04,2317,011,システナ,280
2023/04,2321,014,ソフトフロントホールディングス,101
2023/04,2322,,ＮＥＣフィールディング,
2023/04,2323,012,ｆｏｎｆｕｎ,359
2023/04,2325,011,ＮＪＳ,2300
2023/04,2326,011,デジタルアーツ,5040
2023/04,2327,011,日鉄ソリューションズ,3690
2023/04,2329,012,東北新社,744
2023/04,2330,012,フォーサイド,69
2023/04,2331,011,綜合警備保障,3795
2023/04,2332,012,クエスト,1295
2023/04,2334,014,イオレ,988
2023/04,2335,011,キューブシステム,1148
2023/04,2337,011,いちご,259
2023/04,2338,012,クオンタムソリューションズ,731
2023/04,2340,012,極楽湯ホールディングス,286
2023/04,2341,012,アルバイトタイムス,158
2023/04,2342,014,トランスジェニック,302
2023/04,2344,012,平安レイサービス,733
2023/04,2345,012,クシム,413
2023/04,2347,,シブヤテレビジョングループ,
2023/04,2349,012,エヌアイデイ,1684
2023/04,2351,014,ＡＳＪ,502
2023/04,2352,,ＷＯＷ　ＷＯＲＬＤ,
2023/04,2353,011,日本駐車場開発,234
2023/04,2354,012,ＹＥ　ＤＩＧＩＴＡＬ,460
2023/04,2355,,ＳＢＩネットシステムズ,
2023/04,2356,,ＴＣＢホールディングス,
2023/04,2359,011,コア,1690
2023/04,2361,,シスメックスＣＮＡ,
2023/04,2363,,モック,
2023/04,2369,,メディビックグループ,
2023/04,2370,014,メディネット,67
2023/04,2371,011,カカクコム,1863
2023/04,2372,011,アイロムグループ,1804
2023/04,2373,012,ケア２１,676
2023/04,2374,011,セントケア・ホールディング,779
2023/04,2375,012,ギグワークス,283
2023/04,2376,012,サイネックス,568
2023/04,2378,011,ルネサンス,950
2023/04,2379,011,ディップ,3345
2023/04,2384,011,ＳＢＳホールディングス,3305
2023/04,2385,014,総医研ホールディングス,275
2023/04,2386,,シミックヘルスケア・インスティ,
2023/04,2388,014,ウェッジホールディングス,109
2023/04,2389,011,デジタルホールディングス,1173
2023/04,2391,012,プラネット,1252
2023/04,2392,,セキュアード・キャピタル・ジャ,
2023/04,2393,012,日本ケアサプライ,1605
2023/04,2394,,ジェイ・エー・エー,
2023/04,2395,011,新日本科学,2474
2023/04,2397,012,ＤＮＡチップ研究所,609
2023/04,2398,,ツクイホールディングス,
2023/04,2399,,綜合臨床ホールディングス,
2023/04,2402,014,アマナ,485
2023/04,2403,,リンク・ワン,
2023/04,2404,012,鉄人化計画,309
2023/04,2405,,ＦＵＪＩＫＯＨ,
2023/04,2406,,アルテ　サロン　ホールディング,
2023/04,2408,012,ＫＧ情報,379
2023/04,2409,,ネクストジャパンホールディング,
2023/04,2410,011,キャリアデザインセンター,2056
2023/04,2411,012,ゲンダイエージェンシー,433
2023/04,2412,011,ベネフィット・ワン,1864
2023/04,2413,011,エムスリー,3320
2023/04,2415,012,ヒューマンホールディングス,938
2023/04,2417,,ＺＷＥＩ,
2023/04,2418,011,ツカダ・グローバルホールディン,445
2023/04,2419,,日本ＥＲＩ,
2023/04,2424,011,ブラス,1132
2023/04,2425,012,ケアサービス,783
2023/04,2427,011,アウトソーシング,1376
2023/04,2428,011,ウェルネット,681
2023/04,2429,011,ワールドホールディングス,2753
2023/04,2432,011,ディー・エヌ・エー,1905
2023/04,2433,011,博報堂ＤＹホールディングス,1595
2023/04,2435,012,シダー,220
2023/04,2436,012,共同ピーアール,614
2023/04,2437,012,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌ,486
2023/04,2438,014,アスカネット,942
2023/04,2440,011,ぐるなび,359
2023/04,2445,011,タカミヤ,442
2023/04,2449,012,プラップジャパン,1042
2023/04,2450,,一休,
2023/04,2451,,メディアクリエイト,
2023/04,2453,011,ジャパンベストレスキューシステ,774
2023/04,2454,012,オールアバウト,534
2023/04,2459,012,アウンコンサルティング,161
2023/04,2461,011,ファンコミュニケーションズ,409
2023/04,2462,011,ライク,1907
2023/04,2463,,シニアコミュニケーション,
2023/04,2464,011,ビジネス・ブレークスルー,419
2023/04,2466,,ＰＧＭホールディングス,
2023/04,2468,012,フュートレック,252
2023/04,2469,012,ヒビノ,1393
2023/04,2471,011,エスプール,628
2023/04,2473,,ジェネシス・テクノロジー,
2023/04,2475,011,ＷＤＢホールディングス,2026
2023/04,2476,,パーソルテンプスタッフ,
2023/04,2477,011,手間いらず,4850
2023/04,2478,,イデラキャピタルマネジメント,
2023/04,2479,014,ジェイテック,252
2023/04,2480,012,システム・ロケーション,1413
2023/04,2481,012,タウンニュース社,609
2023/04,2483,012,翻訳センター,1606
2023/04,2484,012,出前館,377
2023/04,2485,012,ティア,448
2023/04,2487,012,ＣＤＧ,1332
2023/04,2488,012,ＪＴＰ,911
2023/04,2489,011,アドウェイズ,699
2023/04,2491,011,バリューコマース,1312
2023/04,2492,011,インフォマート,290
2023/04,2493,012,イーサポートリンク,922
2023/04,2497,014,ユナイテッド,1260
2023/04,2498,012,オリエンタルコンサルタンツホー,2596
2023/04,2499,012,日本和装ホールディングス,314
2023/04,2501,011,サッポロホールディングス,3790
2023/04,2502,011,アサヒグループホールディングス,5243
2023/04,2503,011,キリンホールディングス,2209
2023/04,2510,011,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵ,954
2023/04,2511,011,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（,981.9
2023/04,2512,011,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（,830.7
2023/04,2513,011,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為,1735
2023/04,2514,011,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為,1357
2023/04,2515,011,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除,1150.5
2023/04,2516,011,東証マザーズＥＴＦ,577.3
2023/04,2517,011,ＭＡＸＩＳ　Ｊリート・コア上場投信,1119
2023/04,2518,011,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレ,1116
2023/04,2519,011,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング,894.5
2023/04,2520,011,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット,1144
2023/04,2521,011,上場インデックスファンド米国株式（Ｓ＆Ｐ,1366.5
2023/04,2522,011,ｉシェアーズ　オートメーション　＆　ロボ,3805
2023/04,2523,011,ＭＡＸＩＳトピックス（除く金融）上場投信,1744
2023/04,2524,011,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,2094
2023/04,2525,011,ＮＺＡＭ　上場投信　日経２２５,29165
2023/04,2526,011,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,18815
2023/04,2527,011,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒ,1127
2023/04,2528,011,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ,1123
2023/04,2529,011,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連,1288
2023/04,2530,011,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８,13210
2023/04,2531,011,宝ホールディングス,1069
2023/04,2532,,東洋醸造,
2023/04,2533,011,オエノンホールディングス,283
2023/04,2536,,メルシャン,
2023/04,2538,,ジャパン・フード＆リカー・アラ,
2023/04,2540,011,養命酒製造,1896
2023/04,2541,,ニッカウイスキー,
2023/04,2552,011,上場インデックスファンドＪリート（東証Ｒ,2008
2023/04,2553,011,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５,1623.5
2023/04,2554,011,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－,848.5
2023/04,2555,011,東証ＲＥＩＴ　ＥＴＦ,1917.5
2023/04,2556,011,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,1911
2023/04,2557,011,ＳＭＤＡＭ　トピックス上場投信,2070
2023/04,2558,011,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投,16085
2023/04,2559,011,ＭＡＸＩＳ全世界株式（オール・カントリー,14515
2023/04,2560,011,ＭＡＸＩＳカーボン・エフィシェント日本株,27555
2023/04,2561,011,ｉシェアーズ・コア　日本国債　ＥＴＦ,2552
2023/04,2562,011,上場インデックスファンド米国株式（ダウ平,2783
2023/04,2563,011,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　Ｅ,255.6
2023/04,2564,011,グローバルＸ　ＭＳＣＩスーパーディビィデ,2211
2023/04,2565,011,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩ,1025
2023/04,2566,011,上場インデックスファンド日経ＥＳＧリート,1053.5
2023/04,2567,011,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボ,256
2023/04,2568,011,上場インデックスファンド米国株式（ＮＡＳ,3055
2023/04,2569,011,上場インデックスファンド米国株式（ＮＡＳ,2227.5
2023/04,2571,,中京コカ・コーラボトリング,
2023/04,2572,,三国コカ・コーラボトリング,
2023/04,2573,012,北海道コカ・コーラボトリング,4750
2023/04,2576,,近畿コカ・コーラボトリング,
2023/04,2577,,富士コカ・コーラボトリング,
2023/04,2578,,四国コカ・コーラボトリング,
2023/04,2579,011,コカ・コーラ　ボトラーズジャパ,1462
2023/04,2580,,コカ・コーラ　ボトラーズジャパ,
2023/04,2585,012,ライフドリンク　カンパニー,3165
2023/04,2586,014,フルッタフルッタ,76
2023/04,2587,011,サントリー食品インターナショナ,5110
2023/04,2588,012,プレミアムウォーターホールディ,2419
2023/04,2590,011,ダイドーグループホールディング,5080
2023/04,2591,,カルピス,
2023/04,2592,,ポッカコーポレーション,
2023/04,2593,011,伊藤園,4205
2023/04,2594,011,キーコーヒー,2096
2023/04,2595,,キリンビバレッジ,
2023/04,2596,,キューサイ,
2023/04,2597,012,ユニカフェ,909
2023/04,2598,,アサヒ飲料,
2023/04,2599,012,ジャパンフーズ,1070
2023/04,2601,,ホーネンコーポレーション,
2023/04,2602,011,日清オイリオグループ,3400
2023/04,2604,,吉原製油,
2023/04,2607,011,不二製油グループ本社,2095
2023/04,2608,,ボーソー油脂,
2023/04,2611,,セッツ,
2023/04,2612,012,かどや製油,3560
2023/04,2613,011,Ｊ－オイルミルズ,1613
2023/04,2620,011,ｉシェアーズ　米国債１－３年　ＥＴＦ,303.1
2023/04,2621,011,ｉシェアーズ　米国債２０年超　ＥＴＦ（為,1498
2023/04,2622,011,ｉシェアーズ　米ドル建て新興国債券　ＥＴ,1806
2023/04,2623,011,ｉシェアーズ　ユーロ建て投資適格社債　Ｅ,2093
2023/04,2624,011,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算,2898
2023/04,2625,011,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算,2057
2023/04,2626,011,グローバルＸ　デジタル・イノベーション－,1925
2023/04,2627,011,グローバルＸ　ｅコマース－日本株式　ＥＴ,1380
2023/04,2628,011,ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡ,2120
2023/04,2629,011,ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノ,2429
2023/04,2630,011,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投,10150
2023/04,2631,011,ＭＡＸＩＳナスダック１００上場投信,12785
2023/04,2632,011,ＭＡＸＩＳナスダック１００上場投信（為替,9355
2023/04,2633,011,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし,2572.5
2023/04,2634,011,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり,1987.5
2023/04,2635,011,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　Ｅ,2661.5
2023/04,2636,011,グローバルＸ　ＭＳＣＩ　ガバナンス・クオ,2536
2023/04,2637,011,グローバルＸ　クリーンテック　ＥＳＧ－日,1585
2023/04,2638,011,グローバルＸ　ロボティクス＆ＡＩ－日本株,2046
2023/04,2639,011,グローバルＸ　バイオ＆メドテック－日本株,1582
2023/04,2640,011,グローバルＸ　ゲーム＆アニメ－日本株式,2812
2023/04,2641,011,グローバルＸ　グローバルリーダーズ　ＥＳ,2172
2023/04,2642,011,ＳＭＴ　ＥＴＦ　カーボン・エフィシェント,27290
2023/04,2643,011,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリーＥＳＧリー,2091
2023/04,2644,011,グローバルＸ　半導体関連－日本株式　ＥＴ,2373
2023/04,2645,011,グローバルＸ　レジャー＆エンターテインメ,1910
2023/04,2646,011,グローバルＸ　メタルビジネス－日本株式,1519
2023/04,2647,011,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インテ,5142
2023/04,2648,011,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インテ,4152
2023/04,2649,011,ｉシェアーズ　米国政府系機関ジニーメイＭ,687.5
2023/04,2651,011,ローソン,6170
2023/04,2652,012,まんだらけ,1508
2023/04,2653,012,イオン九州,2293
2023/04,2654,012,アスモ,360
2023/04,2655,,イオン東北,
2023/04,2656,012,ベクター,218
2023/04,2657,,インターニックス,
2023/04,2659,011,サンエー,4590
2023/04,2660,,キリン堂,
2023/04,2662,,ダイユーエイト,
2023/04,2664,011,カワチ薬品,2330
2023/04,2665,,三井情報,
2023/04,2666,012,オートウェーブ,203
2023/04,2667,012,イメージ　ワン,643
2023/04,2668,012,タビオ,1085
